"","e1-1","e1-2","e1-3","e1-4","e1-5","e2-1","e2-2","e2-3","e3-1","e4-1","e4-2","e4-3","e5-1","e5-2","e6-1","e6-2","e6-3","e6-4","e7-1","e8-1","e8-2","e9-1","e10-2","e11-1","e11-2","e11-3","e12-1","e12-2","e12-3","e14-1","e14-2","e14-3","e15-1","e15-2","e15-3","e15-4","e15-5","e17-1","e17-2","e18-1","e19-1","e19-2","e19-3","e19-4","e19-5","e19-6"
"Solyc01g073950.5.1",-1.27717740319542,-1.05564650876015,-1.37132871248186,-2.51457936068287,-1.10898017187279,0,0,0,0,0,0,0,-1.236523968772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.27717740319542,-1.05564650876015,-1.37132871248186,-2.51457936068287,-1.10898017187279,0,0,0,0,0,0,0,0,0
"Solyc01g074030.3.1",-1.26554947882264,0,0,0,0,0,-1.32591811820946,0,0,0,0,0,0,0,0,0,-2.53911188948761,-1.63623147350415,0,0,0,0,-1.65592455021646,0,0,0,0,0,0,0,0,0,-1.26554947882264,0,0,0,0,3.49739088996497,0,0,0,0,0,0,0,0
"Solyc01g079170.3.1",1.89185736107412,0,0,3.4203911652847,-1.78524861107464,0,6.2425932600797,0,0,0,0,0,6.58211963496943,0,0,0,0,0,0,1.15833729171719,0,0,-2.4413780655499,0,0,0,0,0,0,0,0,0,1.89185736107412,0,0,3.4203911652847,-1.78524861107464,0,-1.78766625757957,1.17478115357286,0,0,0,0,0,0
"Solyc01g079285.1.1",-3.62766386287421,0,0,3.74333885946962,0,0,7.16248492483547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.81514139013879,0,0,0,0,0,0,0,0,0,-3.62766386287421,0,0,3.74333885946962,0,0,0,0,0,0,0,0,0,0
"Solyc01g079300.5.1",-2.74724717188698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.53673193537775,0,0,0,4.3296427164131,0,6.00238661958906,0,0,0,-2.74724717188698,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g079580.3.1",-2.2791557180834,-2.68157571730091,-3.51175896804242,-4.02376914268977,-2.27773922283987,0,-3.19105807965622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.30284434604504,0,0,0,0,0,0,0,0,0,-2.2791557180834,-2.68157571730091,-3.51175896804242,-4.02376914268977,-2.27773922283987,0,0,0,0,0,0,0,0,0
"Solyc01g079590.3.1",1.73518474976019,1.00875722803574,1.2493678727639,1.80940009509517,0,0,0,0,0,0,0,0,0,0,1.6067946816458,1.34869438562728,1.26907860084704,1.01072513851122,1.6067946816458,0,0,0,1.26245087077491,0,0,1.1541125264678,0,0,0,0,0,0,1.73518474976019,1.00875722803574,1.2493678727639,1.80940009509517,0,0,0,0,0,0,0,0,0,0
"Solyc01g079610.3.1",1.73925520527873,2.42799422956819,2.98439699198157,2.03894484455991,0,0,0,0,0,0,0,0,0,1.21955336778995,0,0,0,0,0,0,0,0,2.41634448872263,0,0,0,0,0,0,0,0,0,1.73925520527873,2.42799422956819,2.98439699198157,2.03894484455991,0,0,0,0,0,0,0,0,0,0
"Solyc01g079660.2.1",1.77859646062598,2.04470754329876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.10152322758359,0,0,0,-2.894353305834,-4.30694732178888,0,0,0,0,1.77859646062598,2.04470754329876,0,0,0,-3.77227319571689,-3.09756871816778,0,0,0,0,0,3.59437943632907,0
"Solyc01g079710.3.1",1.08916138026787,1.4603810406793,2.48099365214104,3.43836909852023,0,0,2.16258160660086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27573047221077,0,0,0,0,0,0,0,0,0,1.08916138026787,1.4603810406793,2.48099365214104,3.43836909852023,0,1.94833038258043,1.80169855345975,0,0,0,0,0,0,0
"Solyc01g079750.3.1",1.00176367916109,0,1.39051558526687,2.06800013547873,0,0,1.60650575695387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10964484663506,0,0,0,0,1.61069409342563,0,0,0,0,1.00176367916109,0,1.39051558526687,2.06800013547873,0,1.53295697005838,2.27594753544804,0,0,0,0,0,0,0
"Solyc01g080100.3.1",-1.47691913031333,-1.51232518936855,-2.93827278127975,-5.00880143387575,-3.0501611012425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.47691913031333,-1.51232518936855,-2.93827278127975,-5.00880143387575,-3.0501611012425,0,0,0,0,0,0,0,0,0
"Solyc01g080190.3.1",1.48846816630593,2.52722350328144,2.83001903318723,2.38822155438611,1.3892215196921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44897370847187,0,0,0,0,0,0,0,0,0,1.48846816630593,2.52722350328144,2.83001903318723,2.38822155438611,1.3892215196921,0,0,0,0,0,0,0,0,0
"Solyc01g080720.4.1",1.04764323365004,1.61482158217074,1.87106274919348,2.63029540218646,0,0,1.91354576971244,0,0,0,0,0,0,-1.1522751378482,0,0,0,0,0,0,0,0,1.18931919283227,0,0,0,0,0,0,0,0,0,1.04764323365004,1.61482158217074,1.87106274919348,2.63029540218646,0,1.84686844594364,0,0,0,0,0,0,0,0
"Solyc01g080870.3.1",-1.59351599521075,-1.72280390531367,-5.28022632207623,-2.9952567287967,0,0,-2.43666881244841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.97664758723868,0,0,0,0,0,0,0,0,0,-1.59351599521075,-1.72280390531367,-5.28022632207623,-2.9952567287967,0,0,1.21270844625735,0,0,0,0,0,0,0
"Solyc01g080910.2.1",1.0537803814577,0,0,0,0,0,-2.81759171867703,0,0,0,0,0,0,-1.37610783139633,0,0,0,0,0,0,0,0,1.80719682289585,0,0,0,0,0,0,0,0,0,1.0537803814577,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g081033.1.1",3.47944896910062,3.46550353817317,4.19167725801235,5.11542270862792,2.85293922970649,0,4.90903865412922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73053428140897,0,0,0,0,0,0,0,0,0,3.47944896910062,3.46550353817317,4.19167725801235,5.11542270862792,2.85293922970649,4.74793544361463,3.35820517675254,0,0,0,0,0,0,0
"Solyc01g081210.5.1",1.36527798809455,1.7699647914015,2.524818920298,0,-1.60683237696389,0,0,0,0,0,0,0,0,0,1.49698057600801,0,0,0,1.49698057600801,0,0,0,2.6246228977468,0,0,0,0,0,0,0,0,0,1.36527798809455,1.7699647914015,2.524818920298,0,-1.60683237696389,0,0,0,0,0,0,0,0,0
"Solyc01g081240.3.1",1.67093939371592,2.18617938999147,2.58118857911156,2.5922851135659,0,0,1.69570724076587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27002543638938,0,0,0,0,0,0,0,0,0,1.67093939371592,2.18617938999147,2.58118857911156,2.5922851135659,0,0,0,0,0,0,0,0,0,0
"Solyc01g081250.3.1",9.43584710436599,0,9.80369322741906,1.49254509412227,4.86847138458779,0,0,0,0,1.72124198916648,5.40297502553562,7.18372486405263,7.29757372066963,6.89116245982446,0,5.46872125471476,3.56488924309825,6.21214772597618,0,0,0,0,0,2.34584210296751,5.67679341020146,7.23883455110788,0,0,-1.37874227186403,0,0,0,9.43584710436599,0,9.80369322741906,1.49254509412227,4.86847138458779,6.9060034954409,2.73981833893782,3.05986517491338,0,0,0,0,0,0
"Solyc01g081270.2.1",1.78375800929874,2.03508766603658,1.89422135511218,1.38898608056048,1.73923697096442,0,0,0,0,0,5.2245594206854,5.61615166482933,2.41599158621894,2.98372972482481,0,0,0,0,0,0,0,0,0,0,5.35594424786522,6.16101006390003,0,0,0,0,0,0,1.78375800929874,2.03508766603658,1.89422135511218,1.38898608056048,1.73923697096442,0,0,0,0,0,0,0,0,0
"Solyc01g081300.5.1",1.2077756000148,1.64341761291289,1.81977127146965,1.65181035901735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73696532410215,0,0,0,0,0,0,0,0,0,1.2077756000148,1.64341761291289,1.81977127146965,1.65181035901735,0,0,0,0,0,0,0,0,0,0
"Solyc01g081400.3.1",1.009391809322,1.92943928948392,2.22035535832966,2.69852088204722,1.39230262491304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05026592306686,0,0,0,0,0,0,0,0,0,1.009391809322,1.92943928948392,2.22035535832966,2.69852088204722,1.39230262491304,0,0,0,0,0,0,0,0,0
"Solyc01g081480.3.1",-1.09652250956338,-2.40400367343908,-2.97567360320707,0,0,0,0,0,0,0,0,0,0,1.88152892106644,-1.22931319943299,0,0,0,-1.22931319943299,0,0,0,-3.28205319258362,0,0,0,2.5512701205586,0,0,0,0,0,-1.09652250956338,-2.40400367343908,-2.97567360320707,0,0,3.66369471587355,1.40572126908509,0,0,0,0,0,0,0
"Solyc01g086650.3.1",-1.27610343185678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.78500013722918,0,0,0,0,0,0,0,0,0,-1.27610343185678,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g086660.2.1",-1.49711195536053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86845910044915,0,0,-5.0244883996758,0,0,0,0,0,2.41861849028598,0,0,0,-1.49711195536053,0,0,0,0,0,-3.47362980291265,0,0,0,0,0,0,0
"Solyc01g086720.3.1",1.70041019850061,0,0,0,-2.75334443054362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.70041019850061,0,0,0,-2.75334443054362,0,0,0,0,0,0,0,0,0
"Solyc01g087150.3.1",-2.0589364065413,-2.4576453650133,-3.76094081003211,-2.50071115245322,-3.04008572577977,0,0,0,0,0,0,0,0,0,0,0,-2.93682868528301,-1.94088603371319,0,0,0,0,-2.68780128350003,0,0,0,0,0,0,0,0,0,-2.0589364065413,-2.4576453650133,-3.76094081003211,-2.50071115245322,-3.04008572577977,0,0,0,0,0,0,0,0,0
"Solyc01g087270.3.1",-1.4892152187369,-2.51412805327426,-2.980267665734,0,-1.84740322157307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4892152187369,-2.51412805327426,-2.980267665734,0,-1.84740322157307,0,0,0,0,0,0,0,0,0
"Solyc01g087370.2.1",-1.00075798459165,0,0,-1.85437246534597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.00075798459165,0,0,-1.85437246534597,0,0,0,0,0,0,0,0,0,0
"Solyc01g087470.3.1",1.42949183359354,0,1.94468722863582,2.55869609911524,0,0,1.64931085833756,0,0,0,0,0,1.13220889057441,0,0,0,1.12145007604376,0,0,0,0,0,1.73921712545155,0,0,0,0,0,0,0,0,0,1.42949183359354,0,1.94468722863582,2.55869609911524,0,0,0,0,0,0,0,0,0,0
"Solyc01g087560.3.1",-1.83251435658759,-2.05541088377575,-2.98058777087299,-3.88196647894811,-2.30490482758117,0,-1.98474628119713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.54211452605131,0,0,0,0,0,0,0,0,0,-1.83251435658759,-2.05541088377575,-2.98058777087299,-3.88196647894811,-2.30490482758117,-2.27748949745873,0,0,0,0,0,0,0,0
"Solyc01g087580.4.1",2.87178918656768,4.07418127269929,2.50916354226067,1.85521725477949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.25332268794763,-4.05970698946674,-3.25170028248322,0,0,0,2.87178918656768,4.07418127269929,2.50916354226067,1.85521725477949,0,0,0,0,0,0,0,0,0,0
"Solyc01g087790.2.1",-1.22296892044833,0,0,-3.014885448091,0,0,-1.95643497033969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11384753260804,0,0,0,0,0,0,0,0,0,-1.22296892044833,0,0,-3.014885448091,0,0,0,0,0,0,0,0,0,0
"Solyc01g087800.2.1",-1.81425844519956,0,0,-4.78933607311652,-1.16050235572758,0,-5.28765621157698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46975708888238,0,0,0,0,0,-1.81425844519956,0,0,-4.78933607311652,-1.16050235572758,0,0,0,0,0,0,0,0,0
"Solyc01g087970.3.1",-1.408937767984,-1.39528472957015,-3.03085582953114,-5.85154755245737,-2.49726525531527,0,-3.52549520452769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48835172036327,0,0,0,-1.408937767984,-1.39528472957015,-3.03085582953114,-5.85154755245737,-2.49726525531527,0,0,0,0,0,0,0,0,0
"Solyc01g088430.4.1",-1.60519336079585,0,0,-1.91230061105207,0,0,0,0,0,0,0,0,-1.51102152198672,-1.26074579735374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.60519336079585,0,0,-1.91230061105207,0,0,-2.66910010230671,0,0,0,0,0,0,0
"Solyc01g088600.5.1",1.30878387507912,0,1.48439368348207,0,0,0,0,0,0,0,0,0,0,0,1.06946883295741,1.49300514804615,0,0,1.06946883295741,0,0,0,1.61716983827113,0,0,0,0,0,0,0,0,0,1.30878387507912,0,1.48439368348207,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g088620.3.1",1.41356487976696,0,0,1.37501968905994,0,0,0,0,0,0,2.82945689472079,0,3.71572875079045,1.45710541213869,0,0,0,0,0,0,0,0,1.11386879519906,0,2.43004039457844,0,0,0,0,0,0,0,1.41356487976696,0,0,1.37501968905994,0,0,0,1.02199019989895,0,0,0,0,0,0
"Solyc01g088810.4.1",-1.44810493168171,0,0,0,-2.06901638213912,0,2.7547527373114,0,0,0,0,0,1.192675519852,1.0861936003746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.44810493168171,0,0,0,-2.06901638213912,0,0,0,0,0,0,0,0,0
"Solyc01g089840.2.1",-3.30227136492518,-3.59949915082377,-8.48544597413483,-8.31944266531448,-5.48787684674307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.93072823874805,0,0,0,0,0,0,0,0,0,-3.30227136492518,-3.59949915082377,-8.48544597413483,-8.31944266531448,-5.48787684674307,0,0,0,0,0,0,0,0,0
"Solyc01g090040.4.1",1.75970241441268,1.39383603168167,2.68330983784989,1.98455033924897,0,0,5.0796711549942,0,0,0,0,0,0,1.24073841687983,0,0,0,0,0,0,0,0,4.11951802208356,0,0,0,0,0,0,0,0,0,1.75970241441268,1.39383603168167,2.68330983784989,1.98455033924897,0,3.97882115366881,3.01389261318876,0,0,0,0,0,0,0
"Solyc01g090050.4.1",1.60106276040389,1.70289409889125,2.38067110959587,1.71278085130349,0,0,0,0,0,0,0,0,0,1.0565408980345,0,0,0,0,0,0,0,0,3.0027529733178,0,0,0,0,0,0,0,0,0,1.60106276040389,1.70289409889125,2.38067110959587,1.71278085130349,0,4.20072416984562,1.93322810646888,0,0,0,0,0,0,0
"Solyc01g090270.4.1",-1.06564242798454,0,-1.36913165085359,-2.8457743282666,0,0,-1.53248869259776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.06564242798454,0,-1.36913165085359,-2.8457743282666,0,0,0,0,0,0,0,0,0,0
"Solyc01g091050.5.1",-1.59091839579173,-1.75670293412641,-2.70917040009335,-5.05282645890715,0,0,-7.09919956869924,0,0,0,0,0,0,-2.01120246623865,0,0,1.12670415849969,0,0,0,0,0,-1.28195540038901,0,0,0,0,0,0,0,0,0,-1.59091839579173,-1.75670293412641,-2.70917040009335,-5.05282645890715,0,0,0,0,0,0,0,0,1.79309599562104,0
"Solyc01g091260.3.1",5.19228667090009,2.20355249609896,4.49194409882773,3.69325051253444,0,0,4.25146737023666,0,0,2.20282225797224,3.18189695583126,4.00863377331214,5.30391270243195,4.72341490607307,3.19345561192478,3.16159983662808,3.59373437662481,3.96469622083402,3.19345561192478,0,0,0,0,2.53917535327494,3.50170466642435,3.30527351463382,0,0,0,0,0,0,5.19228667090009,2.20355249609896,4.49194409882773,3.69325051253444,0,0,0,3.52126664457189,0,0,0,0,0,0
"Solyc01g091270.3.1",3.02768117612431,0,3.4492872200091,5.51391059297431,1.41196147801601,0,5.09898224233802,0,0,0,1.93770679872352,2.05611070089277,2.65339733033294,3.41288331925132,2.55852462878872,1.75454840010645,2.48454892339934,3.49199545723772,2.55852462878872,1.43058941128497,0,0,1.11869083398983,0,2.11902740720845,2.0850628597924,0,0,0,0,0,0,3.02768117612431,0,3.4492872200091,5.51391059297431,1.41196147801601,3.00387586468221,0,1.5904117597745,0,0,0,0,0,0
"Solyc01g091590.4.1",4.84977821708175,5.69007300292986,4.30381572084152,1.70253393453098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84319901618262,0,0,0,0,-1.61642913772765,-4.16879787152617,-2.95009894753793,0,0,0,4.84977821708175,5.69007300292986,4.30381572084152,1.70253393453098,0,-2.20459237538822,-1.57970533961991,0,0,0,0,0,2.19280267745527,0
"Solyc01g091660.3.1",-1.97941211154809,-2.27479039807519,0,-2.55892672826469,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.99158285309962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.97941211154809,-2.27479039807519,0,-2.55892672826469,0,0,0,0,0,0,0,0,0,0
"Solyc01g091670.3.1",-2.16215179428628,0,0,-4.09993614496754,0,0,-1.98584803540591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16215179428628,0,0,-4.09993614496754,0,0,0,0,0,0,0,0,0,0
"Solyc01g091830.3.1",5.02893033215192,6.06986123932429,7.24871136850507,4.86727506790301,3.77791962847239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59012791313958,0,0,0,0,0,0,0,0,0,5.02893033215192,6.06986123932429,7.24871136850507,4.86727506790301,3.77791962847239,0,0,0,0,0,0,0,0,0
"Solyc01g093965.2.1",1.23785187930388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11922828820839,0,0,-1.73814080327431,0,0,0,0,0,0,0,0,0,1.23785187930388,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g094070.3.1",-2.26660329441765,0,0,-3.70049487492586,-1.29912044620695,0,-1.72469837236694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.26660329441765,0,0,-3.70049487492586,-1.29912044620695,0,0,0,0,0,0,0,0,0
"Solyc01g094090.4.1",-1.58800518480906,-2.09536193909068,-2.12434312147914,-4.01897314147495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.58800518480906,-2.09536193909068,-2.12434312147914,-4.01897314147495,0,0,0,0,0,0,0,0,0,0
"Solyc01g094170.3.1",2.29277123958693,1.12556631690758,2.44925403344965,2.52127855084267,0,0,3.76059320392115,0,0,0,0,0,1.58685867222488,1.87532027915427,0,0,0,0,0,0,0,0,2.50626049745317,0,0,0,0,0,0,0,0,0,2.29277123958693,1.12556631690758,2.44925403344965,2.52127855084267,0,0,0,0,0,0,0,0,0,0
"Solyc01g094280.3.1",1.69276845514868,2.31005478314494,2.76789259916269,3.39555022118001,1.45663940011749,0,1.04658696520043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19147542663134,0,0,0,0,0,0,0,0,0,1.69276845514868,2.31005478314494,2.76789259916269,3.39555022118001,1.45663940011749,2.01315509160127,0,0,0,0,0,0,0,0
"Solyc01g094460.3.1",-1.66914734523796,-2.03278071388778,-2.71294428254627,-3.03439989110397,-1.0751886713274,0,-1.74289739254096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60842474870666,0,0,0,0,0,0,0,0,0,-1.66914734523796,-2.03278071388778,-2.71294428254627,-3.03439989110397,-1.0751886713274,-2.09225342549644,-1.74260556237384,0,0,0,0,0,0,0
"Solyc01g094690.5.1",1.6044012707165,0,-1.61672914814761,-1.71738575965374,0,0,0,0,0,0,0,0,0,0,1.00028980217638,0,0,0,1.00028980217638,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6044012707165,0,-1.61672914814761,-1.71738575965374,0,0,0,0,0,0,0,0,0,0
"Solyc01g094727.1.1",-2.6456591342556,-4.35901045770457,-4.68258271504048,-7.21219746097681,-2.70616449392348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.60943933922332,0,0,0,0,0,0,0,0,0,-2.6456591342556,-4.35901045770457,-4.68258271504048,-7.21219746097681,-2.70616449392348,0,0,0,0,0,0,0,0,0
"Solyc01g094760.3.1",-1.45766582941724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.45766582941724,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g094790.3.1",-1.13654443944436,-2.22697325726943,-1.40768651751147,-3.20492000790844,0,0,-3.40603263343129,0,0,0,0,0,0,-2.67181374749123,0,0,0,0,0,0,0,0,-1.89312178366349,0,0,0,0,0,0,0,0,0,-1.13654443944436,-2.22697325726943,-1.40768651751147,-3.20492000790844,0,-2.47639675484567,-1.85118029354672,0,0,0,0,0,0,0
"Solyc01g094810.3.1",2.69193546847007,1.59784530399815,2.37176870798247,3.39344858761692,1.63211142554245,0,2.14353262254157,0,0,0,0,0,1.55935633205173,0,1.53525777040342,2.15821576732003,0,0,1.53525777040342,0,0,0,3.2711417599584,0,0,0,0,0,0,0,0,0,2.69193546847007,1.59784530399815,2.37176870798247,3.39344858761692,1.63211142554245,1.39301292811923,0,0,0,0,0,0,0,0
"Solyc01g094940.4.1",-1.11708077741142,-1.84878668419834,-1.63546585396332,-2.22968323433976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11708077741142,-1.84878668419834,-1.63546585396332,-2.22968323433976,0,1.33145317475444,0,0,0,0,0,0,0,0
"Solyc01g095080.3.1",3.62522437192267,5.04562854860753,4.82146625987765,3.78757179920978,0,0,-4.98445703201504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.17393581711101,0,0,0,0,0,0,0,0,0,3.62522437192267,5.04562854860753,4.82146625987765,3.78757179920978,0,-5.60061233262674,-1.97197953635389,0,0,0,0,0,0,0
"Solyc01g095140.5.1",-2.70503175506954,0,-3.22112701276841,0,-5.63801152354843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.70503175506954,0,-3.22112701276841,0,-5.63801152354843,-3.50891031755155,0,0,0,0,0,0,2.72482137357217,0
"Solyc01g095160.3.1",1.60164369644375,1.7781552898107,1.99547152003934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01366610922089,0,0,0,0,0,0,0,0,0,1.60164369644375,1.7781552898107,1.99547152003934,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g095220.2.1",-1.01232492103643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.7389379412937,-1.01232492103643,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solyc01g095270.3.1",1.11916504469028,1.51565961521989,2.38393148166301,2.21593473958048,1.24758357076362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48791108583421,0,0,0,0,0,0,0,0,0,1.11916504469028,1.51565961521989,2.38393148166301,2.21593473958048,1.24758357076362,0,0,0,0,0,0,0,0,0
"Solyc01g095310.1.1",3.46910438073769,0,0,4.91018457226769,0,0,3.85652627723282,0,0,0,0,0,0,4.6119491013209,0,0,0,0,0,3.76486538881865,0,0,5.95532681550988,0,0,0,0,0,0,0,0,0,3.46910438073769,0,0,4.91018457226769,0,5.68079661998431,0,0,0,0,0,0,0,0
"Solyc01g095320.4.1",8.10726298754419,7.7393504531823,5.16184069248881,6.23760583797521,3.31439672575036,0,5.76198129460655,0,0,4.74070373962741,6.77290350050862,3.65149597713365,10.0835916233126,9.66069360549527,3.3992038098309,5.30233205710233,5.66273819551503,5.68362435350733,3.3992038098309,4.78271568484047,3.26363552502987,0,1.46598569232196,5.33701130376984,7.21451809532738,4.35178142348985,0,0,0,0,0,0,8.10726298754419,7.7393504531823,5.16184069248881,6.23760583797521,3.31439672575036,0,-2.21256944510306,0,1.70160952977677,0,0,0,0,0
"Solyc01g095330.2.1",8.10014480354222,7.85186317209016,5.16245072860646,6.4372456752677,5.02265351883299,0,4.39383663014198,0,0,5.34381518227995,6.20690931681185,4.52367389848224,9.45332320672767,9.19094220704267,3.65833263589721,5.98465124664018,6.25415585440309,6.03035009038874,3.65833263589721,5.03207307387556,3.37507209558228,0,0,5.79055939837714,6.71225016029012,4.90190488654461,0,0,0,0,0,0,8.10014480354222,7.85186317209016,5.16245072860646,6.4372456752677,5.02265351883299,-2.24663545959223,-2.26981674622241,0,1.95907819682693,0,0,0,0,0
"Solyc01g095510.3.1",-1.21243037039973,-1.76621375246837,-1.6775546093491,-1.24681065613005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.59692821856832,0,0,0,0,0,0,0,0,0,-1.21243037039973,-1.76621375246837,-1.6775546093491,-1.24681065613005,0,0,-2.38029943786287,0,0,0,0,0,0,0
"Solyc01g095680.2.1",1.89471541781204,2.41276255701712,2.92554465681194,3.75744654597324,2.16247921933963,0,1.5600051715847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77150069101813,0,0,0,0,0,0,0,0,0,1.89471541781204,2.41276255701712,2.92554465681194,3.75744654597324,2.16247921933963,1.41837084109892,0,0,0,0,0,0,0,0
"Solyc01g095930.4.1",3.54695076317876,2.466194718547,5.5867040936006,7.13632201670082,1.61655074028986,0,5.21187547329851,0,0,0,0,0,0,0,0,0,0,0,0,3.64824982531885,0,0,-3.8249482002889,0,0,0,0,0,0,0,0,0,3.54695076317876,2.466194718547,5.5867040936006,7.13632201670082,1.61655074028986,0,0,0,0,0,0,0,0,0
"Solyc01g096020.4.1",-1.07590551003508,0,-1.1983514268629,-1.504098665731,0,0,0,0,3.15836817255123,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3194940760354,0,0,0,0,0,0,0,0,0,-1.07590551003508,0,-1.1983514268629,-1.504098665731,0,0,0,0,0,0,0,0,0,0
"Solyc01g096320.3.1",1.76760246506289,0,4.64191389400873,6.89650083260402,2.62924246885387,0,8.01260769685647,0,0,0,0,0,0,0,0,0,0,0,0,1.68220168690011,0,0,-7.03910461987672,0,0,0,0,0,1.05071141829694,0,0,0,1.76760246506289,0,4.64191389400873,6.89650083260402,2.62924246885387,0,0,4.87306396578714,0,0,0,0,0,0
"Solyc01g096330.2.1",-2.16834587738108,0,0,3.50922029856445,-2.02347788922553,0,6.37703225918697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96400438336737,5.59503931758743,0,0,0,-2.27491887711278,-1.76354138456456,-2.36249900545258,0,0,0,-2.16834587738108,0,0,3.50922029856445,-2.02347788922553,1.79699033171464,2.27027105008992,0,0,0,0,0,0,0
"Solyc01g096400.5.1",2.40440314259959,2.28600286952961,3.94426167343634,4.68241853529324,1.32584447250479,0,0,0,0,0,0,0,2.93879953117578,2.93444828805738,1.18420374726448,0,1.33914384556902,0,1.18420374726448,0,0,0,4.87325573543501,0,0,0,0,1.41208925127721,0,0,0,0,2.40440314259959,2.28600286952961,3.94426167343634,4.68241853529324,1.32584447250479,2.01212540109256,0,0,0,0,0,0,0,0
